Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 16
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 62529, 'n_jobs': -1, 'max_depth': 9, 'learning_rate': 0.20211525651495557, 'n_estimators': 900, 'min_child_weight': 1, 'gamma': 0.0011375210935630209, 'subsample': 0.8669667098532958, 'colsample_bytree': 0.9319591927218307, 'max_delta_step': 8}
Optimal Threshold: 0.0800
Accuracy: 0.9303095490
Detection Rate: 0.8379824561
False Positive Rate: 0.0040182193

--- Per-Round Attention Weights ---
Round 1: α = [0.062471209847237724, 0.06247639940633653, 0.06255262238706519, 0.0624531419388053, 0.06256422249383416, 0.06260110119189914, 0.0625426428391946, 0.06265661919491906, 0.06229893987301179, 0.06232589898927071, 0.062432780248482436, 0.06261245794372772, 0.06241637325592315, 0.06247716340604909, 0.06258701763627218, 0.06253140934797126]
  Client 0: DR=0.8727, FPR=0.0058, Score=0.8677
  Client 1: DR=0.8736, FPR=0.0067, Score=0.8678
  Client 2: DR=0.8744, FPR=0.0062, Score=0.8690
  Client 3: DR=0.8728, FPR=0.0062, Score=0.8674
  Client 4: DR=0.8775, FPR=0.0095, Score=0.8692
  Client 5: DR=0.8753, FPR=0.0064, Score=0.8698
  Client 6: DR=0.8759, FPR=0.0081, Score=0.8688
  Client 7: DR=0.8763, FPR=0.0064, Score=0.8706
  Client 8: DR=0.8685, FPR=0.0041, Score=0.8649
  Client 9: DR=0.8712, FPR=0.0067, Score=0.8654
  Client 10: DR=0.8727, FPR=0.0065, Score=0.8671
  Client 11: DR=0.8759, FPR=0.0068, Score=0.8699
  Client 12: DR=0.8724, FPR=0.0065, Score=0.8668
  Client 13: DR=0.8727, FPR=0.0057, Score=0.8678
  Client 14: DR=0.8752, FPR=0.0065, Score=0.8695
  Client 15: DR=0.8745, FPR=0.0067, Score=0.8686
Round 2: α = [0.06252334415811348, 0.0625023026073185, 0.06250962828577367, 0.06240067936339067, 0.06250990835182614, 0.06251713046308932, 0.06250439248028744, 0.0625274949023116, 0.0625198076805391, 0.06251347374428874, 0.0625260915343777, 0.06252946210908718, 0.06250911624968435, 0.062473230580474964, 0.06251059558326748, 0.06242334190616968]
  Client 0: DR=0.8694, FPR=0.0059, Score=0.8643
  Client 1: DR=0.8690, FPR=0.0058, Score=0.8639
  Client 2: DR=0.8694, FPR=0.0062, Score=0.8640
  Client 3: DR=0.8675, FPR=0.0060, Score=0.8623
  Client 4: DR=0.8694, FPR=0.0061, Score=0.8640
  Client 5: DR=0.8691, FPR=0.0057, Score=0.8642
  Client 6: DR=0.8691, FPR=0.0059, Score=0.8640
  Client 7: DR=0.8695, FPR=0.0059, Score=0.8643
  Client 8: DR=0.8693, FPR=0.0059, Score=0.8642
  Client 9: DR=0.8691, FPR=0.0057, Score=0.8641
  Client 10: DR=0.8693, FPR=0.0058, Score=0.8643
  Client 11: DR=0.8697, FPR=0.0061, Score=0.8644
  Client 12: DR=0.8691, FPR=0.0058, Score=0.8640
  Client 13: DR=0.8681, FPR=0.0054, Score=0.8635
  Client 14: DR=0.8692, FPR=0.0060, Score=0.8641
  Client 15: DR=0.8675, FPR=0.0056, Score=0.8627
Round 3: α = [0.06250470243405878, 0.06249845845278556, 0.06250077419830828, 0.06250513375472642, 0.06250058507293772, 0.06250570108564661, 0.062499510207297736, 0.06249910197822898, 0.06250155383938846, 0.062496467983038866, 0.062495688433458874, 0.06250203822824482, 0.06249797408899992, 0.06249549929541828, 0.0625017429623453, 0.06249506798511542]
