Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 16
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 70814, 'n_jobs': -1, 'max_depth': 9, 'learning_rate': 0.20211525651495557, 'n_estimators': 900, 'min_child_weight': 1, 'gamma': 0.0011375210935630209, 'subsample': 0.8669667098532958, 'colsample_bytree': 0.9319591927218307, 'max_delta_step': 8}
Optimal Threshold: 0.4000
Accuracy: 0.9525722828
Detection Rate: 0.8949122807
False Positive Rate: 0.0064141761

--- Per-Round Attention Weights ---
Round 1: α = [0.04083052522674758, 0.09103001886094719, 0.04083052522674758, 0.04083052522674758, 0.07803698529065657, 0.04083052522674758, 0.04083052522674758, 0.04083052522674758, 0.0759025145612796, 0.04083052522674758, 0.06885683121509617, 0.09136104626968246, 0.08956083069115435, 0.09440898875618704, 0.04083052522674758, 0.08419858254101611]
  Client 0: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 1: DR=0.8259, FPR=0.0293, Score=0.8018
  Client 2: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 3: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 4: DR=0.7155, FPR=0.0947, Score=0.6478
  Client 5: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 6: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 7: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 8: DR=0.6300, FPR=0.0159, Score=0.6200
  Client 9: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 10: DR=0.5458, FPR=0.0426, Score=0.5226
  Client 11: DR=0.8085, FPR=0.0039, Score=0.8054
  Client 12: DR=0.8555, FPR=0.0819, Score=0.7855
  Client 13: DR=0.8439, FPR=0.0067, Score=0.8382
  Client 14: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 15: DR=0.7263, FPR=0.0035, Score=0.7237
Round 2: α = [0.061987931278798904, 0.06244302669247367, 0.06244302669247367, 0.06250603330917498, 0.0625043742531048, 0.06244302669247367, 0.06244302669247367, 0.06244302669247367, 0.06251561301896046, 0.06244302669247367, 0.06244302669247367, 0.06258357632009859, 0.06252122681363037, 0.06277351554344529, 0.06244302669247367, 0.06306351592299732]
  Client 0: DR=0.8199, FPR=0.0021, Score=0.8182
  Client 1: DR=0.8301, FPR=0.0055, Score=0.8255
  Client 2: DR=0.8301, FPR=0.0055, Score=0.8255
  Client 3: DR=0.8316, FPR=0.0061, Score=0.8265
  Client 4: DR=0.8314, FPR=0.0059, Score=0.8265
  Client 5: DR=0.8301, FPR=0.0055, Score=0.8255
  Client 6: DR=0.8301, FPR=0.0055, Score=0.8255
  Client 7: DR=0.8301, FPR=0.0055, Score=0.8255
  Client 8: DR=0.8328, FPR=0.0074, Score=0.8267
  Client 9: DR=0.8301, FPR=0.0055, Score=0.8255
  Client 10: DR=0.8301, FPR=0.0055, Score=0.8255
  Client 11: DR=0.8291, FPR=0.0016, Score=0.8277
  Client 12: DR=0.8328, FPR=0.0073, Score=0.8268
  Client 13: DR=0.8328, FPR=0.0024, Score=0.8308
  Client 14: DR=0.8301, FPR=0.0055, Score=0.8255
  Client 15: DR=0.8368, FPR=0.0017, Score=0.8354
Round 3: α = [0.062456065903185774, 0.0622419693689714, 0.062456065903185774, 0.06241603055618738, 0.062456065903185774, 0.062456065903185774, 0.06254931557132533, 0.062456065903185774, 0.062456065903185774, 0.06258086077891348, 0.062456065903185774, 0.06256399028612387, 0.06263043430670921, 0.06274429823512709, 0.062456065903185774, 0.06262457367115605]
  Client 0: DR=0.8573, FPR=0.0032, Score=0.8545
  Client 1: DR=0.8531, FPR=0.0024, Score=0.8511
  Client 2: DR=0.8573, FPR=0.0032, Score=0.8545
  Client 3: DR=0.8566, FPR=0.0032, Score=0.8539
  Client 4: DR=0.8573, FPR=0.0032, Score=0.8545
  Client 5: DR=0.8573, FPR=0.0032, Score=0.8545
  Client 6: DR=0.8590, FPR=0.0034, Score=0.8560
  Client 7: DR=0.8573, FPR=0.0032, Score=0.8545
  Client 8: DR=0.8573, FPR=0.0032, Score=0.8545
  Client 9: DR=0.8615, FPR=0.0058, Score=0.8565
  Client 10: DR=0.8573, FPR=0.0032, Score=0.8545
  Client 11: DR=0.8587, FPR=0.0028, Score=0.8563
  Client 12: DR=0.8602, FPR=0.0034, Score=0.8573
  Client 13: DR=0.8617, FPR=0.0030, Score=0.8591
  Client 14: DR=0.8573, FPR=0.0032, Score=0.8545
  Client 15: DR=0.8594, FPR=0.0025, Score=0.8572
Round 4: α = [0.0622515735497939, 0.06244384750817515, 0.06247806231373898, 0.06247806231373898, 0.06247806231373898, 0.06247806231373898, 0.06247806231373898, 0.06256770359862081, 0.06247806231373898, 0.06247806231373898, 0.0626797342563071, 0.06243606061637764, 0.0626767560864381, 0.06247806231373898, 0.06267109635768729, 0.06244872951668811]
  Client 0: DR=0.8619, FPR=0.0018, Score=0.8603
  Client 1: DR=0.8656, FPR=0.0025, Score=0.8634
  Client 2: DR=0.8664, FPR=0.0028, Score=0.8640
  Client 3: DR=0.8664, FPR=0.0028, Score=0.8640
  Client 4: DR=0.8664, FPR=0.0028, Score=0.8640
  Client 5: DR=0.8664, FPR=0.0028, Score=0.8640
  Client 6: DR=0.8664, FPR=0.0028, Score=0.8640
  Client 7: DR=0.8680, FPR=0.0030, Score=0.8654
  Client 8: DR=0.8664, FPR=0.0028, Score=0.8640
  Client 9: DR=0.8664, FPR=0.0028, Score=0.8640
  Client 10: DR=0.8706, FPR=0.0039, Score=0.8672
  Client 11: DR=0.8657, FPR=0.0028, Score=0.8633
  Client 12: DR=0.8698, FPR=0.0031, Score=0.8671
  Client 13: DR=0.8664, FPR=0.0028, Score=0.8640
  Client 14: DR=0.8691, FPR=0.0024, Score=0.8671
  Client 15: DR=0.8657, FPR=0.0026, Score=0.8635
