Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 12
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 62529, 'n_jobs': -1, 'max_depth': 9, 'learning_rate': 0.20211525651495557, 'n_estimators': 900, 'min_child_weight': 1, 'gamma': 0.0011375210935630209, 'subsample': 0.8669667098532958, 'colsample_bytree': 0.9319591927218307, 'max_delta_step': 8}
Optimal Threshold: 0.0500
Accuracy: 0.9407518139
Detection Rate: 0.8590526316
False Positive Rate: 0.0011355837

--- Per-Round Attention Weights ---
Round 1: α = [0.08333020501676619, 0.0834280661006732, 0.08350447742038154, 0.0827331482215015, 0.0835310592031499, 0.0832712692386463, 0.08325725373750271, 0.08323815019516434, 0.083345317146397, 0.08342163155401043, 0.08343178837803175, 0.08350763378777505]
  Client 0: DR=0.8664, FPR=0.0047, Score=0.8623
  Client 1: DR=0.8682, FPR=0.0055, Score=0.8635
  Client 2: DR=0.8704, FPR=0.0069, Score=0.8644
  Client 3: DR=0.8557, FPR=0.0006, Score=0.8551
  Client 4: DR=0.8694, FPR=0.0054, Score=0.8647
  Client 5: DR=0.8654, FPR=0.0044, Score=0.8616
  Client 6: DR=0.8693, FPR=0.0091, Score=0.8614
  Client 7: DR=0.8645, FPR=0.0038, Score=0.8612
  Client 8: DR=0.8678, FPR=0.0062, Score=0.8625
  Client 9: DR=0.8683, FPR=0.0056, Score=0.8634
  Client 10: DR=0.8681, FPR=0.0053, Score=0.8635
  Client 11: DR=0.8693, FPR=0.0056, Score=0.8644
Round 2: α = [0.08334469169086448, 0.08330165372337715, 0.08330966638809431, 0.08330642422517541, 0.08329934977468068, 0.08335758266129643, 0.08336552828995267, 0.08330209086752492, 0.08334086413308496, 0.08335583451621906, 0.08337068963299568, 0.08334562409673432]
  Client 0: DR=0.8690, FPR=0.0053, Score=0.8645
  Client 1: DR=0.8683, FPR=0.0051, Score=0.8639
  Client 2: DR=0.8687, FPR=0.0053, Score=0.8640
  Client 3: DR=0.8686, FPR=0.0053, Score=0.8640
  Client 4: DR=0.8684, FPR=0.0051, Score=0.8639
  Client 5: DR=0.8689, FPR=0.0050, Score=0.8646
  Client 6: DR=0.8694, FPR=0.0054, Score=0.8647
  Client 7: DR=0.8684, FPR=0.0052, Score=0.8639
  Client 8: DR=0.8688, FPR=0.0051, Score=0.8644
  Client 9: DR=0.8693, FPR=0.0054, Score=0.8646
  Client 10: DR=0.8693, FPR=0.0052, Score=0.8648
  Client 11: DR=0.8694, FPR=0.0056, Score=0.8645
Round 3: α = [0.08331907610999016, 0.0832652335092361, 0.08329699437638063, 0.08336226957451538, 0.08340122645689627, 0.08337993321195054, 0.08345970120169127, 0.08327704307581633, 0.08327433264695333, 0.0832517536021721, 0.08335052633365621, 0.08336190990074166]
  Client 0: DR=0.9908, FPR=0.7875, Score=0.2106
  Client 1: DR=0.9907, FPR=0.7881, Score=0.2099
  Client 2: DR=0.9908, FPR=0.7877, Score=0.2103
  Client 3: DR=0.9906, FPR=0.7869, Score=0.2111
  Client 4: DR=0.9907, FPR=0.7865, Score=0.2116
  Client 5: DR=0.9907, FPR=0.7867, Score=0.2113
  Client 6: DR=0.9910, FPR=0.7858, Score=0.2123
  Client 7: DR=0.9908, FPR=0.7880, Score=0.2101
  Client 8: DR=0.9906, FPR=0.7880, Score=0.2100
  Client 9: DR=0.9906, FPR=0.7883, Score=0.2098
  Client 10: DR=0.9907, FPR=0.7871, Score=0.2109
  Client 11: DR=0.9906, FPR=0.7869, Score=0.2111
Round 4: α = [0.0833910428445012, 0.08328532118839918, 0.08314099552517869, 0.08333369567584216, 0.08338029276944174, 0.083387386771994, 0.08339493835844475, 0.08339195688767437, 0.08341707564081682, 0.08338512340294797, 0.08315095022694881, 0.08334122070781033]
  Client 0: DR=0.6695, FPR=0.0004, Score=0.6693
  Client 1: DR=0.6683, FPR=0.0004, Score=0.6680
  Client 2: DR=0.6665, FPR=0.0004, Score=0.6663
  Client 3: DR=0.6688, FPR=0.0004, Score=0.6686
  Client 4: DR=0.6694, FPR=0.0004, Score=0.6692
  Client 5: DR=0.6695, FPR=0.0004, Score=0.6692
  Client 6: DR=0.6696, FPR=0.0004, Score=0.6693
  Client 7: DR=0.6695, FPR=0.0004, Score=0.6693
  Client 8: DR=0.6698, FPR=0.0004, Score=0.6696
  Client 9: DR=0.6695, FPR=0.0004, Score=0.6692
  Client 10: DR=0.6666, FPR=0.0004, Score=0.6664
  Client 11: DR=0.6689, FPR=0.0004, Score=0.6687
Round 5: α = [0.083290437521291, 0.08326599950825894, 0.08337034687687084, 0.08334967905547208, 0.08334122078583255, 0.08337044452771673, 0.08328104106642299, 0.08335773273752711, 0.08331079205442556, 0.08337098474301835, 0.08335737560334713, 0.08333394551981656]
  Client 0: DR=0.9910, FPR=0.8016, Score=0.1966
  Client 1: DR=0.9914, FPR=0.8020, Score=0.1963
  Client 2: DR=0.9910, FPR=0.8006, Score=0.1976
  Client 3: DR=0.9911, FPR=0.8009, Score=0.1973
  Client 4: DR=0.9910, FPR=0.8010, Score=0.1972
  Client 5: DR=0.9910, FPR=0.8006, Score=0.1976
  Client 6: DR=0.9914, FPR=0.8018, Score=0.1965
  Client 7: DR=0.9911, FPR=0.8008, Score=0.1974
  Client 8: DR=0.9911, FPR=0.8014, Score=0.1969
  Client 9: DR=0.9911, FPR=0.8006, Score=0.1976
  Client 10: DR=0.9910, FPR=0.8008, Score=0.1974
  Client 11: DR=0.9910, FPR=0.8011, Score=0.1971
Round 6: α = [0.08338893169928875, 0.0833950533264809, 0.08330472595056848, 0.08330910776280409, 0.08331175279151344, 0.08333091686690988, 0.08333750875939505, 0.08328491363081827, 0.08329961504952366, 0.08330727110447059, 0.0833955287088077, 0.08333467434941916]
  Client 0: DR=0.8409, FPR=0.0003, Score=0.8407
  Client 1: DR=0.8410, FPR=0.0003, Score=0.8407
