Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 20
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 70814, 'n_jobs': -1, 'max_depth': 3, 'learning_rate': 0.017462960628932028, 'n_estimators': 850, 'min_child_weight': 2, 'gamma': 0.6008466563824473, 'subsample': 0.8874331341725578, 'colsample_bytree': 0.7409548092577293, 'max_delta_step': 2}
Optimal Threshold: 0.5300
Accuracy: 0.9636513977
Detection Rate: 0.8850238584
False Positive Rate: 0.0069755423

--- Per-Round Attention Weights ---
Round 1: α = [0.05503896981891152, 0.029557274371104832, 0.06327862942223351, 0.060391045239951854, 0.063801066079286, 0.029557274371104832, 0.029557274371104832, 0.029557274371104832, 0.04185114071765569, 0.05377729627448249, 0.06442971275033836, 0.04851141813185898, 0.04569649785885349, 0.0629589953278488, 0.05463303592479939, 0.062405013652711915, 0.06301602227289639, 0.03179811392566421, 0.05668100531822373, 0.0535029397998641]
  Client 0: DR=0.7196, FPR=0.1360, Score=0.6217
  Client 1: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 2: DR=0.8155, FPR=0.0665, Score=0.7612
  Client 3: DR=0.9125, FPR=0.2170, Score=0.7145
  Client 4: DR=0.9989, FPR=0.2297, Score=0.7694
  Client 5: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 6: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 7: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 8: DR=0.3490, FPR=0.0036, Score=0.3478
  Client 9: DR=0.5992, FPR=0.0011, Score=0.5985
  Client 10: DR=0.9345, FPR=0.1661, Score=0.7792
  Client 11: DR=0.5267, FPR=0.0593, Score=0.4955
  Client 12: DR=0.7563, FPR=0.4239, Score=0.4357
  Client 13: DR=0.9745, FPR=0.2241, Score=0.7562
  Client 14: DR=0.9989, FPR=0.3850, Score=0.6143
  Client 15: DR=0.7944, FPR=0.0593, Score=0.7473
  Client 16: DR=0.7605, FPR=0.0045, Score=0.7571
  Client 17: DR=0.0731, FPR=0.0000, Score=0.0731
  Client 18: DR=0.8317, FPR=0.2171, Score=0.6511
  Client 19: DR=0.6304, FPR=0.0587, Score=0.5934
Round 2: α = [0.04973278110381489, 0.04973278110381489, 0.05043307324445346, 0.05040472017535556, 0.04973439616396479, 0.049752792037443046, 0.0507360188796105, 0.04973278110381489, 0.05060310463134448, 0.04973278110381489, 0.050467562795631075, 0.04948067635997734, 0.050396506962825806, 0.04951537543952874, 0.05039478973600144, 0.04969482864440936, 0.05039503505053671, 0.04958929876349349, 0.0495148933757009, 0.04995580332446381]
  Client 0: DR=0.8616, FPR=0.0598, Score=0.8100
  Client 1: DR=0.8616, FPR=0.0598, Score=0.8100
  Client 2: DR=0.8764, FPR=0.0598, Score=0.8240
  Client 3: DR=0.8762, FPR=0.0602, Score=0.8234
  Client 4: DR=0.8616, FPR=0.0598, Score=0.8100
  Client 5: DR=0.8623, FPR=0.0602, Score=0.8104
  Client 6: DR=0.8830, FPR=0.0600, Score=0.8300
  Client 7: DR=0.8616, FPR=0.0598, Score=0.8100
  Client 8: DR=0.8800, FPR=0.0598, Score=0.8274
  Client 9: DR=0.8616, FPR=0.0598, Score=0.8100
  Client 10: DR=0.8775, FPR=0.0602, Score=0.8247
  Client 11: DR=0.8562, FPR=0.0598, Score=0.8049
  Client 12: DR=0.8757, FPR=0.0598, Score=0.8233
  Client 13: DR=0.8569, FPR=0.0598, Score=0.8056
  Client 14: DR=0.8756, FPR=0.0598, Score=0.8232
  Client 15: DR=0.8607, FPR=0.0598, Score=0.8092
  Client 16: DR=0.8756, FPR=0.0598, Score=0.8232
  Client 17: DR=0.8585, FPR=0.0598, Score=0.8071
  Client 18: DR=0.8569, FPR=0.0598, Score=0.8056
  Client 19: DR=0.8663, FPR=0.0598, Score=0.8145
Round 3: α = [0.05028534677330399, 0.05009095523887055, 0.0494898021806579, 0.04948909028711471, 0.05009095523887055, 0.05035281854221469, 0.05031729841470723, 0.05009095523887055, 0.05009095523887055, 0.05033120659322964, 0.04950517438358839, 0.05032729894243993, 0.050050616893717974, 0.05008315314518415, 0.04944027246447252, 0.050378219796800926, 0.04943755266908424, 0.05036271171367441, 0.049462659424542664, 0.05032295681978418]
  Client 0: DR=0.8801, FPR=0.0601, Score=0.8273
  Client 1: DR=0.8758, FPR=0.0598, Score=0.8234
  Client 2: DR=0.8629, FPR=0.0598, Score=0.8113
  Client 3: DR=0.8631, FPR=0.0601, Score=0.8113
  Client 4: DR=0.8758, FPR=0.0598, Score=0.8234
  Client 5: DR=0.8815, FPR=0.0601, Score=0.8286
  Client 6: DR=0.8806, FPR=0.0598, Score=0.8279
  Client 7: DR=0.8758, FPR=0.0598, Score=0.8234
  Client 8: DR=0.8758, FPR=0.0598, Score=0.8234
  Client 9: DR=0.8809, FPR=0.0598, Score=0.8282
  Client 10: DR=0.8633, FPR=0.0598, Score=0.8116
  Client 11: DR=0.8808, FPR=0.0598, Score=0.8281
  Client 12: DR=0.8749, FPR=0.0598, Score=0.8226
  Client 13: DR=0.8756, FPR=0.0598, Score=0.8232
  Client 14: DR=0.8619, FPR=0.0598, Score=0.8103
  Client 15: DR=0.8819, FPR=0.0598, Score=0.8291
  Client 16: DR=0.8618, FPR=0.0598, Score=0.8103
  Client 17: DR=0.8815, FPR=0.0598, Score=0.8288
  Client 18: DR=0.8624, FPR=0.0598, Score=0.8108
  Client 19: DR=0.8807, FPR=0.0598, Score=0.8280
