Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 20
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 79397, 'n_jobs': -1, 'max_depth': 3, 'learning_rate': 0.017462960628932028, 'n_estimators': 850, 'min_child_weight': 2, 'gamma': 0.6008466563824473, 'subsample': 0.8874331341725578, 'colsample_bytree': 0.7409548092577293, 'max_delta_step': 2}
Optimal Threshold: 0.5900
Accuracy: 0.9669183334
Detection Rate: 0.8950974220
False Positive Rate: 0.0062513733

--- Per-Round Attention Weights ---
Round 1: α = [0.05001344307660227, 0.05004447838624218, 0.0497087565929078, 0.050093110833649625, 0.050032132027327446, 0.0501290937806253, 0.0500435994070061, 0.05009506290607855, 0.049661640393361385, 0.05004470260508896, 0.05005067489386486, 0.049662250922535574, 0.050066514409318356, 0.050121178136287026, 0.049984814549427166, 0.050055837407657705, 0.05001242607713283, 0.050078109888965855, 0.05005539873352291, 0.05004677497239808]
  Client 0: DR=0.8913, FPR=0.0640, Score=0.8342
  Client 1: DR=0.8909, FPR=0.0629, Score=0.8348
  Client 2: DR=0.8385, FPR=0.0124, Score=0.8281
  Client 3: DR=0.8927, FPR=0.0638, Score=0.8358
  Client 4: DR=0.8919, FPR=0.0643, Score=0.8346
  Client 5: DR=0.8934, FPR=0.0637, Score=0.8365
  Client 6: DR=0.8917, FPR=0.0638, Score=0.8348
  Client 7: DR=0.8940, FPR=0.0651, Score=0.8358
  Client 8: DR=0.8381, FPR=0.0130, Score=0.8271
  Client 9: DR=0.8935, FPR=0.0656, Score=0.8348
  Client 10: DR=0.8912, FPR=0.0631, Score=0.8349
  Client 11: DR=0.8369, FPR=0.0117, Score=0.8272
  Client 12: DR=0.8926, FPR=0.0643, Score=0.8353
  Client 13: DR=0.8936, FPR=0.0640, Score=0.8363
  Client 14: DR=0.8921, FPR=0.0656, Score=0.8336
  Client 15: DR=0.8912, FPR=0.0630, Score=0.8350
  Client 16: DR=0.8901, FPR=0.0629, Score=0.8342
  Client 17: DR=0.8924, FPR=0.0638, Score=0.8355
  Client 18: DR=0.8917, FPR=0.0635, Score=0.8350
  Client 19: DR=0.8909, FPR=0.0629, Score=0.8349
Round 2: α = [0.05000099200818809, 0.04999933866120797, 0.05000099200818809, 0.05000099200818809, 0.04999933866120797, 0.05000099200818809, 0.05000099200818809, 0.05000099200818809, 0.05000099200818809, 0.04999933866120797, 0.04999933866120797, 0.04999933866120797, 0.05000099200818809, 0.04999933866120797, 0.04999933866120797, 0.04999933866120797, 0.04999933866120797, 0.04999933866120797, 0.04999933866120797, 0.04999933866120797]
  Client 0: DR=0.8932, FPR=0.0638, Score=0.8362
  Client 1: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 2: DR=0.8932, FPR=0.0638, Score=0.8362
  Client 3: DR=0.8932, FPR=0.0638, Score=0.8362
  Client 4: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 5: DR=0.8932, FPR=0.0638, Score=0.8362
  Client 6: DR=0.8932, FPR=0.0638, Score=0.8362
  Client 7: DR=0.8932, FPR=0.0638, Score=0.8362
  Client 8: DR=0.8932, FPR=0.0638, Score=0.8362
  Client 9: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 10: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 11: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 12: DR=0.8932, FPR=0.0638, Score=0.8362
  Client 13: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 14: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 15: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 16: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 17: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 18: DR=0.8931, FPR=0.0638, Score=0.8362
  Client 19: DR=0.8931, FPR=0.0638, Score=0.8362
Round 3: α = [0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.05000051442854985, 0.04999990921849119, 0.05000051442854985, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.05000051442854985, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119, 0.04999990921849119]
  Client 0: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 1: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 2: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 3: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 4: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 5: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 6: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 7: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 8: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 9: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 10: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 11: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 12: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 13: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 14: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 15: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 16: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 17: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 18: DR=0.8935, FPR=0.0649, Score=0.8355
  Client 19: DR=0.8935, FPR=0.0649, Score=0.8355
Round 4: α = [0.04999986669051868, 0.04999986669051868, 0.050000109071393795, 0.04999986669051868, 0.04999986669051868, 0.04999986669051868, 0.050000109071393795, 0.050000109071393795, 0.04999986669051868, 0.050000109071393795, 0.050000109071393795, 0.050000109071393795, 0.050000109071393795, 0.04999986669051868, 0.04999986669051868, 0.050000109071393795, 0.050000109071393795, 0.050000109071393795, 0.04999986669051868, 0.050000109071393795]
  Client 0: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 1: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 2: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 3: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 4: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 5: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 6: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 7: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 8: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 9: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 10: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 11: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 12: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 13: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 14: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 15: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 16: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 17: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 18: DR=0.9170, FPR=0.0637, Score=0.8585
  Client 19: DR=0.9170, FPR=0.0637, Score=0.8585
Round 5: α = [0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]
  Client 0: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 1: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 2: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 3: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 4: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 5: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 6: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 7: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 8: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 9: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 10: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 11: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 12: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 13: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 14: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 15: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 16: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 17: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 18: DR=0.9461, FPR=0.0648, Score=0.8848
  Client 19: DR=0.9461, FPR=0.0648, Score=0.8848
Round 6: α = [0.04932439967545832, 0.050674945892550755, 0.04932439967545832, 0.04932762782051648, 0.050674945892550755, 0.050674945892550755, 0.04932439967545832, 0.05067826206740181, 0.04932439967545832, 0.050674945892550755, 0.04932439967545832, 0.050674945892550755, 0.050674945892550755, 0.050674945892550755, 0.050674945892550755, 0.04932439967545832, 0.04932439967545832, 0.050674945892550755, 0.04932439967545832, 0.04932439967545832]
  Client 0: DR=0.9171, FPR=0.0637, Score=0.8586
  Client 1: DR=0.9460, FPR=0.0638, Score=0.8856
  Client 2: DR=0.9171, FPR=0.0637, Score=0.8586
  Client 3: DR=0.9171, FPR=0.0637, Score=0.8587
