Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 16
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 62529, 'n_jobs': -1, 'max_depth': 9, 'learning_rate': 0.20211525651495557, 'n_estimators': 900, 'min_child_weight': 1, 'gamma': 0.0011375210935630209, 'subsample': 0.8669667098532958, 'colsample_bytree': 0.9319591927218307, 'max_delta_step': 8}
Optimal Threshold: 0.4500
Accuracy: 0.9516316039
Detection Rate: 0.8908421053
False Positive Rate: 0.0051288451

--- Per-Round Attention Weights ---
Round 1: α = [0.03651621120071611, 0.08395684867916162, 0.0818969903226566, 0.07558522762381185, 0.05897127838025557, 0.08327307106913974, 0.03651621120071611, 0.03651621120071611, 0.07646615188325806, 0.08617409778272149, 0.03651621120071611, 0.06489010206359863, 0.03651621120071611, 0.03651621120071611, 0.08508957570351798, 0.08459938928758173]
  Client 0: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 1: DR=0.8386, FPR=0.0072, Score=0.8325
  Client 2: DR=0.8094, FPR=0.0021, Score=0.8077
  Client 3: DR=0.7708, FPR=0.0562, Score=0.7275
  Client 4: DR=0.8983, FPR=0.4664, Score=0.4793
  Client 5: DR=0.8504, FPR=0.0306, Score=0.8244
  Client 6: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 7: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 8: DR=0.7810, FPR=0.0536, Score=0.7391
  Client 9: DR=0.8614, FPR=0.0032, Score=0.8586
  Client 10: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 11: DR=0.5875, FPR=0.0214, Score=0.5749
  Client 12: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 13: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 14: DR=0.8469, FPR=0.0011, Score=0.8459
  Client 15: DR=0.8568, FPR=0.0194, Score=0.8402
Round 2: α = [0.06238810375387545, 0.06238810375387545, 0.06238810375387545, 0.06267720314335523, 0.06238810375387545, 0.0626978831370648, 0.0625427720047815, 0.06262932364485099, 0.06238810375387545, 0.06238810375387545, 0.06249942113389506, 0.06253764745584922, 0.06238810375387545, 0.0626294484017749, 0.06238810375387545, 0.06268147104742475]
  Client 0: DR=0.8412, FPR=0.0014, Score=0.8400
  Client 1: DR=0.8412, FPR=0.0014, Score=0.8400
  Client 2: DR=0.8412, FPR=0.0014, Score=0.8400
  Client 3: DR=0.8462, FPR=0.0019, Score=0.8446
  Client 4: DR=0.8412, FPR=0.0014, Score=0.8400
  Client 5: DR=0.8460, FPR=0.0012, Score=0.8449
  Client 6: DR=0.8440, FPR=0.0018, Score=0.8425
  Client 7: DR=0.8452, FPR=0.0017, Score=0.8438
  Client 8: DR=0.8412, FPR=0.0014, Score=0.8400
  Client 9: DR=0.8412, FPR=0.0014, Score=0.8400
  Client 10: DR=0.8426, FPR=0.0010, Score=0.8418
  Client 11: DR=0.8439, FPR=0.0018, Score=0.8424
  Client 12: DR=0.8412, FPR=0.0014, Score=0.8400
  Client 13: DR=0.8453, FPR=0.0017, Score=0.8438
  Client 14: DR=0.8412, FPR=0.0014, Score=0.8400
  Client 15: DR=0.8454, FPR=0.0009, Score=0.8447
Round 3: α = [0.062469642070135965, 0.062427195069410905, 0.06242289621649944, 0.062469642070135965, 0.062469642070135965, 0.062337069207940084, 0.06255971912057715, 0.062469642070135965, 0.06273345153392844, 0.06261029785271814, 0.062469642070135965, 0.06249068560282395, 0.0625193317496429, 0.062469642070135965, 0.062469642070135965, 0.06261185915550721]
  Client 0: DR=0.8627, FPR=0.0072, Score=0.8564
  Client 1: DR=0.8619, FPR=0.0072, Score=0.8557
  Client 2: DR=0.8618, FPR=0.0071, Score=0.8557
  Client 3: DR=0.8627, FPR=0.0072, Score=0.8564
  Client 4: DR=0.8627, FPR=0.0072, Score=0.8564
  Client 5: DR=0.8630, FPR=0.0100, Score=0.8543
  Client 6: DR=0.8670, FPR=0.0106, Score=0.8579
