Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 20
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 62529, 'n_jobs': -1, 'max_depth': 9, 'learning_rate': 0.20211525651495557, 'n_estimators': 900, 'min_child_weight': 1, 'gamma': 0.0011375210935630209, 'subsample': 0.8669667098532958, 'colsample_bytree': 0.9319591927218307, 'max_delta_step': 8}
Optimal Threshold: 0.0200
Accuracy: 0.9207496263
Detection Rate: 0.8212631579
False Positive Rate: 0.0084856804

--- Per-Round Attention Weights ---
Round 1: α = [0.04997959296819197, 0.049942931593304714, 0.04987460914177444, 0.050151881366338934, 0.04992168227899728, 0.05002485461321031, 0.04997119944595175, 0.05010731284729309, 0.049933658332130613, 0.05001206742934608, 0.05020391553370152, 0.05008887936878939, 0.04990685919074356, 0.05011958487754749, 0.05002586202873866, 0.05012218693035185, 0.04978257255310012, 0.04988524805651099, 0.050011760854997346, 0.049933340588979795]
  Client 0: DR=0.8729, FPR=0.0067, Score=0.8670
  Client 1: DR=0.8722, FPR=0.0067, Score=0.8663
  Client 2: DR=0.8743, FPR=0.0107, Score=0.8649
  Client 3: DR=0.8757, FPR=0.0059, Score=0.8705
  Client 4: DR=0.8696, FPR=0.0043, Score=0.8659
  Client 5: DR=0.8766, FPR=0.0099, Score=0.8680
  Client 6: DR=0.8742, FPR=0.0084, Score=0.8669
  Client 7: DR=0.8768, FPR=0.0082, Score=0.8696
  Client 8: DR=0.8679, FPR=0.0021, Score=0.8661
  Client 9: DR=0.8730, FPR=0.0061, Score=0.8677
  Client 10: DR=0.8767, FPR=0.0059, Score=0.8715
  Client 11: DR=0.8745, FPR=0.0060, Score=0.8692
  Client 12: DR=0.8699, FPR=0.0050, Score=0.8656
  Client 13: DR=0.8765, FPR=0.0076, Score=0.8698
  Client 14: DR=0.8744, FPR=0.0074, Score=0.8680
  Client 15: DR=0.8748, FPR=0.0056, Score=0.8699
  Client 16: DR=0.8644, FPR=0.0015, Score=0.8631
  Client 17: DR=0.8719, FPR=0.0077, Score=0.8652
  Client 18: DR=0.8733, FPR=0.0064, Score=0.8677
  Client 19: DR=0.8706, FPR=0.0051, Score=0.8661
Round 2: α = [0.05000697954428606, 0.050003206212139995, 0.05000753830324285, 0.04998562744578318, 0.04998321109795132, 0.050008581226397564, 0.05000842943049733, 0.050001279010287177, 0.04999947806250596, 0.050009657522188014, 0.049996092324163376, 0.049996768383055945, 0.050011620931163236, 0.05000713301971094, 0.04998174896026803, 0.05001497020696964, 0.04999341326200836, 0.05000414896789896, 0.05000811215671034, 0.04997200393277179]
  Client 0: DR=0.8687, FPR=0.0056, Score=0.8638
  Client 1: DR=0.8678, FPR=0.0047, Score=0.8637
  Client 2: DR=0.8681, FPR=0.0050, Score=0.8638
  Client 3: DR=0.8675, FPR=0.0048, Score=0.8633
  Client 4: DR=0.8675, FPR=0.0048, Score=0.8633
  Client 5: DR=0.8684, FPR=0.0053, Score=0.8638
  Client 6: DR=0.8684, FPR=0.0053, Score=0.8638
  Client 7: DR=0.8689, FPR=0.0060, Score=0.8637
  Client 8: DR=0.8680, FPR=0.0050, Score=0.8636
  Client 9: DR=0.8686, FPR=0.0055, Score=0.8638
  Client 10: DR=0.8685, FPR=0.0057, Score=0.8636
  Client 11: DR=0.8683, FPR=0.0054, Score=0.8636
  Client 12: DR=0.8681, FPR=0.0049, Score=0.8639
  Client 13: DR=0.8686, FPR=0.0056, Score=0.8638
  Client 14: DR=0.8674, FPR=0.0047, Score=0.8633
  Client 15: DR=0.8683, FPR=0.0051, Score=0.8639
  Client 16: DR=0.8682, FPR=0.0054, Score=0.8635
  Client 17: DR=0.8679, FPR=0.0048, Score=0.8637
  Client 18: DR=0.8683, FPR=0.0052, Score=0.8638
  Client 19: DR=0.8673, FPR=0.0048, Score=0.8631
Round 3: α = [0.05001177325314803, 0.05000131956939924, 0.04999591670676243, 0.04999648667598721, 0.050002094685558676, 0.05000323468370447, 0.05001024552011234, 0.050000943351784635, 0.05000790843977042, 0.049995517885987516, 0.04999707927270226, 0.04999705664529616, 0.05001121459549731, 0.049963364713248526, 0.05000443146212631, 0.04999784301352511, 0.04999611046587511, 0.04999842431230526, 0.049998412990813756, 0.05001062175639519]
  Client 0: DR=0.9938, FPR=0.9584, Score=0.0413
  Client 1: DR=0.9938, FPR=0.9586, Score=0.0411
  Client 2: DR=0.9938, FPR=0.9587, Score=0.0410
  Client 3: DR=0.9938, FPR=0.9587, Score=0.0410
  Client 4: DR=0.9938, FPR=0.9586, Score=0.0411
  Client 5: DR=0.9938, FPR=0.9586, Score=0.0411
  Client 6: DR=0.9938, FPR=0.9585, Score=0.0413
  Client 7: DR=0.9938, FPR=0.9586, Score=0.0411
  Client 8: DR=0.9938, FPR=0.9585, Score=0.0412
  Client 9: DR=0.9938, FPR=0.9588, Score=0.0410
  Client 10: DR=0.9938, FPR=0.9587, Score=0.0410
  Client 11: DR=0.9938, FPR=0.9587, Score=0.0410
  Client 12: DR=0.9938, FPR=0.9584, Score=0.0413
  Client 13: DR=0.9938, FPR=0.9594, Score=0.0403
  Client 14: DR=0.9938, FPR=0.9586, Score=0.0412
  Client 15: DR=0.9938, FPR=0.9587, Score=0.0410
  Client 16: DR=0.9938, FPR=0.9587, Score=0.0410
  Client 17: DR=0.9938, FPR=0.9587, Score=0.0410
  Client 18: DR=0.9938, FPR=0.9587, Score=0.0410
  Client 19: DR=0.9938, FPR=0.9585, Score=0.0413
Round 4: α = [0.05008029878844703, 0.050008153001278456, 0.05012039421973728, 0.04997828274809231, 0.050078377210763025, 0.049965408420015824, 0.04999035669602922, 0.04997718693146203, 0.04979576039382989, 0.04998924223598045, 0.05002708902640223, 0.04999993005054758, 0.04997280390520283, 0.05005506754779053, 0.04999841349515679, 0.04998951625396711, 0.04999993005054758, 0.04997718693146203, 0.04997307783308215, 0.05002352426020561]
  Client 0: DR=0.6575, FPR=0.0002, Score=0.6573
  Client 1: DR=0.6560, FPR=0.0002, Score=0.6559
  Client 2: DR=0.6583, FPR=0.0002, Score=0.6582
  Client 3: DR=0.6554, FPR=0.0002, Score=0.6553
  Client 4: DR=0.6574, FPR=0.0002, Score=0.6573
  Client 5: DR=0.6552, FPR=0.0002, Score=0.6551
  Client 6: DR=0.6557, FPR=0.0002, Score=0.6556
  Client 7: DR=0.6554, FPR=0.0002, Score=0.6553
  Client 8: DR=0.6518, FPR=0.0002, Score=0.6517
  Client 9: DR=0.6556, FPR=0.0002, Score=0.6555
  Client 10: DR=0.6564, FPR=0.0002, Score=0.6563
  Client 11: DR=0.6559, FPR=0.0002, Score=0.6557
  Client 12: DR=0.6553, FPR=0.0002, Score=0.6552
  Client 13: DR=0.6570, FPR=0.0002, Score=0.6568
  Client 14: DR=0.6558, FPR=0.0002, Score=0.6557
  Client 15: DR=0.6557, FPR=0.0002, Score=0.6555
  Client 16: DR=0.6559, FPR=0.0002, Score=0.6557
  Client 17: DR=0.6554, FPR=0.0002, Score=0.6553
  Client 18: DR=0.6553, FPR=0.0002, Score=0.6552
  Client 19: DR=0.6563, FPR=0.0002, Score=0.6562
Round 5: α = [0.04999614233333646, 0.04999925396157747, 0.05000310654300622, 0.04999903730221599, 0.04999982382025661, 0.049999242514826216, 0.04999731631448622, 0.050001168767994514, 0.05000002904144, 0.05000022281328299, 0.05000021136096487, 0.04999906019348919, 0.04999384015453179, 0.049999242514826216, 0.05000059890467691, 0.05000176155383585, 0.04999864977274555, 0.04999944773041669, 0.05000486208376456, 0.050006982318325593]
  Client 0: DR=0.9938, FPR=0.9583, Score=0.0414
  Client 1: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 2: DR=0.9938, FPR=0.9582, Score=0.0416
  Client 3: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 4: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 5: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 6: DR=0.9938, FPR=0.9583, Score=0.0415
  Client 7: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 8: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 9: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 10: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 11: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 12: DR=0.9938, FPR=0.9584, Score=0.0414
  Client 13: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 14: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 15: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 16: DR=0.9938, FPR=0.9583, Score=0.0415
  Client 17: DR=0.9938, FPR=0.9582, Score=0.0415
  Client 18: DR=0.9938, FPR=0.9581, Score=0.0416
  Client 19: DR=0.9938, FPR=0.9581, Score=0.0417
Round 6: α = [0.049978919412701134, 0.04999276753150819, 0.05001085721649571, 0.05000248549097502, 0.050013895460995265, 0.049998796699352324, 0.04999344137991868, 0.05001838516637943, 0.04998933096113816, 0.04999441177790482, 0.050000018752983655, 0.050002211402966415, 0.04999934484157431, 0.0499822070358141, 0.049992619269124836, 0.04997413651796414, 0.05000413005057771, 0.05003483842672435, 0.05000786442540426, 0.050009338179497445]
  Client 0: DR=0.7602, FPR=0.0002, Score=0.7601
  Client 1: DR=0.7605, FPR=0.0002, Score=0.7604
  Client 2: DR=0.7608, FPR=0.0002, Score=0.7607
  Client 3: DR=0.7607, FPR=0.0002, Score=0.7605
  Client 4: DR=0.7609, FPR=0.0002, Score=0.7608
  Client 5: DR=0.7606, FPR=0.0002, Score=0.7605
  Client 6: DR=0.7605, FPR=0.0002, Score=0.7604
  Client 7: DR=0.7610, FPR=0.0002, Score=0.7609
  Client 8: DR=0.7604, FPR=0.0002, Score=0.7603
  Client 9: DR=0.7605, FPR=0.0002, Score=0.7604
  Client 10: DR=0.7606, FPR=0.0002, Score=0.7605
  Client 11: DR=0.7607, FPR=0.0002, Score=0.7605
  Client 12: DR=0.7606, FPR=0.0002, Score=0.7605
  Client 13: DR=0.7603, FPR=0.0002, Score=0.7601
  Client 14: DR=0.7605, FPR=0.0002, Score=0.7604
  Client 15: DR=0.7601, FPR=0.0002, Score=0.7600
  Client 16: DR=0.7607, FPR=0.0002, Score=0.7606
  Client 17: DR=0.7613, FPR=0.0002, Score=0.7612
  Client 18: DR=0.7608, FPR=0.0002, Score=0.7607
  Client 19: DR=0.7608, FPR=0.0002, Score=0.7607
Round 7: α = [0.049999933836579094, 0.04999877121067688, 0.049996809691513766, 0.049999740063718004, 0.04999954629160787, 0.05000089075402603, 0.05000050320377586, 0.05000109648951594, 0.050000127610191146, 0.05000010370287081, 0.05000068502152068, 0.050001072571042034, 0.049999716160858965, 0.04999954629160787, 0.049999933836579094, 0.050000115656529544, 0.05000087879590588, 0.049998759264822425, 0.05000032138455416, 0.05000144816210383]
  Client 0: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 1: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 2: DR=0.9938, FPR=0.9565, Score=0.0433
  Client 3: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 4: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 5: DR=0.9938, FPR=0.9564, Score=0.0434
  Client 6: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 7: DR=0.9938, FPR=0.9564, Score=0.0434
  Client 8: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 9: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 10: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 11: DR=0.9938, FPR=0.9564, Score=0.0434
  Client 12: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 13: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 14: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 15: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 16: DR=0.9938, FPR=0.9564, Score=0.0434
  Client 17: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 18: DR=0.9938, FPR=0.9564, Score=0.0433
  Client 19: DR=0.9938, FPR=0.9564, Score=0.0434
Round 8: α = [0.05000508011007564, 0.049999598308159525, 0.04999411710718541, 0.050003034387009246, 0.050007272999120604, 0.04999660356553091, 0.050002339133995724, 0.04999835498050838, 0.04999660356553091, 0.0500029073611593, 0.049997659813937466, 0.04999864905970697, 0.05001304991757197, 0.049995487351094235, 0.0499911027027773, 0.05000151687046965, 0.04999232586592947, 0.050003034387009246, 0.04999685763255884, 0.0500044048806693]
  Client 0: DR=0.7543, FPR=0.0002, Score=0.7541
  Client 1: DR=0.7541, FPR=0.0002, Score=0.7540
  Client 2: DR=0.7540, FPR=0.0002, Score=0.7539
  Client 3: DR=0.7542, FPR=0.0002, Score=0.7541
  Client 4: DR=0.7543, FPR=0.0002, Score=0.7542
  Client 5: DR=0.7541, FPR=0.0002, Score=0.7540
  Client 6: DR=0.7542, FPR=0.0002, Score=0.7541
  Client 7: DR=0.7541, FPR=0.0002, Score=0.7540
  Client 8: DR=0.7541, FPR=0.0002, Score=0.7540
  Client 9: DR=0.7542, FPR=0.0002, Score=0.7541
  Client 10: DR=0.7541, FPR=0.0002, Score=0.7540
  Client 11: DR=0.7541, FPR=0.0002, Score=0.7540
  Client 12: DR=0.7544, FPR=0.0002, Score=0.7543
  Client 13: DR=0.7541, FPR=0.0002, Score=0.7539
  Client 14: DR=0.7540, FPR=0.0002, Score=0.7538
  Client 15: DR=0.7542, FPR=0.0002, Score=0.7541
