Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 20
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 62529, 'n_jobs': -1, 'max_depth': 9, 'learning_rate': 0.20211525651495557, 'n_estimators': 900, 'min_child_weight': 1, 'gamma': 0.0011375210935630209, 'subsample': 0.8669667098532958, 'colsample_bytree': 0.9319591927218307, 'max_delta_step': 8}
Optimal Threshold: 0.1900
Accuracy: 0.9534400408
Detection Rate: 0.8979473684
False Positive Rate: 0.0070880389

--- Per-Round Attention Weights ---
Round 1: α = [0.069288829816698, 0.030877833909372335, 0.030877833909372335, 0.07151194588166437, 0.030877833909372335, 0.06472005418132963, 0.07122041015240609, 0.06366286822360553, 0.07311270125198703, 0.07254435222325181, 0.030877833909372335, 0.030877833909372335, 0.059042805774053846, 0.06216599871526984, 0.030877833909372335, 0.030877833909372335, 0.030877833909372335, 0.05614467158476487, 0.030877833909372335, 0.05868485701061786]
  Client 0: DR=0.8177, FPR=0.0116, Score=0.8082
  Client 1: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 2: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 3: DR=0.8492, FPR=0.0111, Score=0.8398
  Client 4: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 5: DR=0.7906, FPR=0.0640, Score=0.7400
  Client 6: DR=0.8438, FPR=0.0096, Score=0.8357
  Client 7: DR=0.7603, FPR=0.0483, Score=0.7236
  Client 8: DR=0.8690, FPR=0.0081, Score=0.8620
  Client 9: DR=0.8679, FPR=0.0158, Score=0.8542
  Client 10: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 11: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 12: DR=0.6520, FPR=0.0057, Score=0.6482
  Client 13: DR=0.7002, FPR=0.0006, Score=0.6998
  Client 14: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 15: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 16: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 17: DR=0.6041, FPR=0.0102, Score=0.5979
  Client 18: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 19: DR=0.6436, FPR=0.0023, Score=0.6421
Round 2: α = [0.04995921368117942, 0.04991261536102454, 0.05002144742735325, 0.04995921368117942, 0.04995921368117942, 0.05039296727859654, 0.050026602696055494, 0.0501334702711558, 0.04999413097551093, 0.05025791165427489, 0.04995921368117942, 0.04995921368117942, 0.04982112525570838, 0.05002288828297394, 0.04995921368117942, 0.04993670541847263, 0.04995921368117942, 0.04995921368117942, 0.04995921368117942, 0.049847212248258777]
  Client 0: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 1: DR=0.8350, FPR=0.0010, Score=0.8341
  Client 2: DR=0.8376, FPR=0.0015, Score=0.8363
  Client 3: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 4: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 5: DR=0.8446, FPR=0.0011, Score=0.8437
  Client 6: DR=0.8373, FPR=0.0011, Score=0.8364
  Client 7: DR=0.8396, FPR=0.0012, Score=0.8385
  Client 8: DR=0.8369, FPR=0.0013, Score=0.8357
  Client 9: DR=0.8417, FPR=0.0008, Score=0.8410
  Client 10: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 11: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 12: DR=0.8332, FPR=0.0011, Score=0.8323
  Client 13: DR=0.8373, FPR=0.0012, Score=0.8363
  Client 14: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 15: DR=0.8355, FPR=0.0011, Score=0.8346
  Client 16: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 17: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 18: DR=0.8359, FPR=0.0010, Score=0.8350
  Client 19: DR=0.8336, FPR=0.0010, Score=0.8328
Round 3: α = [0.049175476432472214, 0.05074645398586222, 0.049175476432472214, 0.05003295472359994, 0.05081374939157509, 0.05065560405286336, 0.049175476432472214, 0.05057311712496096, 0.050488857317072824, 0.049175476432472214, 0.05091475376506694, 0.049175476432472214, 0.049175476432472214, 0.050508759686324886, 0.049175476432472214, 0.0506487264916337, 0.049175476432472214, 0.049175476432472214, 0.05109345313625388, 0.050944282432536354]
  Client 0: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 1: DR=0.9614, FPR=0.4022, Score=0.5747
  Client 2: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 3: DR=0.9649, FPR=0.4191, Score=0.5606
  Client 4: DR=0.9606, FPR=0.4003, Score=0.5760
  Client 5: DR=0.9659, FPR=0.4068, Score=0.5729
  Client 6: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 7: DR=0.9649, FPR=0.4079, Score=0.5713
  Client 8: DR=0.9629, FPR=0.4084, Score=0.5696
  Client 9: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 10: DR=0.9639, FPR=0.4004, Score=0.5780
  Client 11: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 12: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 13: DR=0.9617, FPR=0.4073, Score=0.5700
  Client 14: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 15: DR=0.9592, FPR=0.4028, Score=0.5728
  Client 16: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 17: DR=0.9685, FPR=0.4391, Score=0.5433
  Client 18: DR=0.9591, FPR=0.3936, Score=0.5815
  Client 19: DR=0.9590, FPR=0.3967, Score=0.5786
Round 4: α = [0.05000887705944022, 0.04994816874709313, 0.04994816874709313, 0.04994816874709313, 0.050219694354601316, 0.05002486502540894, 0.04994816874709313, 0.050209248316487064, 0.04994816874709313, 0.04994816874709313, 0.05019584443737304, 0.04994816874709313, 0.04994816874709313, 0.04994816874709313, 0.05012303286737356, 0.049985290892196735, 0.04994816874709313, 0.04994816874709313, 0.04985731431632526, 0.049945976512769594]
  Client 0: DR=0.8592, FPR=0.0025, Score=0.8570
  Client 1: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 2: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 3: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 4: DR=0.8638, FPR=0.0030, Score=0.8612
  Client 5: DR=0.8595, FPR=0.0025, Score=0.8573
  Client 6: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 7: DR=0.8634, FPR=0.0028, Score=0.8610
  Client 8: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 9: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 10: DR=0.8630, FPR=0.0027, Score=0.8607
  Client 11: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 12: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 13: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 14: DR=0.8615, FPR=0.0026, Score=0.8593
  Client 15: DR=0.8587, FPR=0.0025, Score=0.8565
  Client 16: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 17: DR=0.8580, FPR=0.0026, Score=0.8558
  Client 18: DR=0.8559, FPR=0.0023, Score=0.8540
  Client 19: DR=0.8578, FPR=0.0024, Score=0.8557
Round 5: α = [0.05027343214769109, 0.04974491887324423, 0.049938979575776206, 0.04974491887324423, 0.05039388355863393, 0.050148750922094705, 0.04974491887324423, 0.05029446097250579, 0.04992806336514397, 0.05024071366395883, 0.04974491887324423, 0.04974491887324423, 0.04974491887324423, 0.04974491887324423, 0.05035324164475446, 0.04974491887324423, 0.04974491887324423, 0.050295880739951046, 0.05017916561544398, 0.05024915793484801]
  Client 0: DR=0.9450, FPR=0.4085, Score=0.5590
  Client 1: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 2: DR=0.9446, FPR=0.4153, Score=0.5523
  Client 3: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 4: DR=0.9506, FPR=0.4095, Score=0.5614
  Client 5: DR=0.9456, FPR=0.4115, Score=0.5565
  Client 6: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 7: DR=0.9501, FPR=0.4112, Score=0.5594
  Client 8: DR=0.9436, FPR=0.4149, Score=0.5521
  Client 9: DR=0.9491, FPR=0.4118, Score=0.5583
  Client 10: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 11: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 12: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 13: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 14: DR=0.9477, FPR=0.4085, Score=0.5606
  Client 15: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 16: DR=0.9480, FPR=0.4215, Score=0.5484
  Client 17: DR=0.9453, FPR=0.4082, Score=0.5594
  Client 18: DR=0.9444, FPR=0.4101, Score=0.5571
  Client 19: DR=0.9451, FPR=0.4091, Score=0.5585
Round 6: α = [0.04994087972158805, 0.04999238784763648, 0.04994087972158805, 0.04994087972158805, 0.04994087972158805, 0.05006622210311728, 0.05029378599193871, 0.05022226252425939, 0.04994087972158805, 0.04994087972158805, 0.05026576096921614, 0.04994087972158805, 0.04994087972158805, 0.04994087972158805, 0.05011390127953868, 0.04994087972158805, 0.049926987411458935, 0.04988086414920461, 0.04994087972158805, 0.049888150786161434]
  Client 0: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 1: DR=0.8597, FPR=0.0015, Score=0.8585
  Client 2: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 3: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 4: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 5: DR=0.8607, FPR=0.0009, Score=0.8600
  Client 6: DR=0.8657, FPR=0.0013, Score=0.8645
  Client 7: DR=0.8642, FPR=0.0013, Score=0.8631
  Client 8: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 9: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 10: DR=0.8648, FPR=0.0010, Score=0.8639
  Client 11: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 12: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 13: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 14: DR=0.8622, FPR=0.0014, Score=0.8609
  Client 15: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 16: DR=0.8578, FPR=0.0007, Score=0.8572
  Client 17: DR=0.8568, FPR=0.0006, Score=0.8563
  Client 18: DR=0.8582, FPR=0.0008, Score=0.8575
  Client 19: DR=0.8569, FPR=0.0006, Score=0.8564
Round 7: α = [0.05021665650475351, 0.04978280831556994, 0.04978280831556994, 0.04978280831556994, 0.050218631545127006, 0.05033939169036472, 0.04978280831556994, 0.05019430445141695, 0.0503828454273222, 0.04978280831556994, 0.04978280831556994, 0.04978280831556994, 0.04978280831556994, 0.04978280831556994, 0.050170345369831094, 0.04978280831556994, 0.05027438894159202, 0.05029214890032181, 0.04978280831556994, 0.05030039569800141]
  Client 0: DR=0.9528, FPR=0.4212, Score=0.5514
  Client 1: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 2: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 3: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 4: DR=0.9532, FPR=0.4215, Score=0.5515
  Client 5: DR=0.9601, FPR=0.4231, Score=0.5539
  Client 6: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 7: DR=0.9584, FPR=0.4251, Score=0.5510
  Client 8: DR=0.9602, FPR=0.4223, Score=0.5547
  Client 9: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 10: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 11: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 12: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 13: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 14: DR=0.9542, FPR=0.4230, Score=0.5505
  Client 15: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 16: DR=0.9519, FPR=0.4195, Score=0.5526
  Client 17: DR=0.9527, FPR=0.4196, Score=0.5529
  Client 18: DR=0.9567, FPR=0.4327, Score=0.5428
  Client 19: DR=0.9521, FPR=0.4191, Score=0.5531
Round 8: α = [0.04992688922937688, 0.050110290721566, 0.04992688922937688, 0.04992688922937688, 0.04992688922937688, 0.050282405406670325, 0.04992688922937688, 0.050086517564566405, 0.05022131859658811, 0.050243912977143264, 0.04992688922937688, 0.04992688922937688, 0.05021511052776413, 0.04992688922937688, 0.04992688922937688, 0.05000621618294141, 0.04992688922937688, 0.04992688922937688, 0.0498320665782159, 0.049806379921398886]
  Client 0: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 1: DR=0.8688, FPR=0.0012, Score=0.8678
  Client 2: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 3: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 4: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 5: DR=0.8730, FPR=0.0020, Score=0.8712
  Client 6: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 7: DR=0.8684, FPR=0.0013, Score=0.8673
  Client 8: DR=0.8715, FPR=0.0017, Score=0.8700
  Client 9: DR=0.8719, FPR=0.0016, Score=0.8705
  Client 10: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 11: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 12: DR=0.8711, FPR=0.0014, Score=0.8699
  Client 13: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 14: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 15: DR=0.8667, FPR=0.0012, Score=0.8657
  Client 16: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 17: DR=0.8651, FPR=0.0012, Score=0.8641
  Client 18: DR=0.8629, FPR=0.0008, Score=0.8622
  Client 19: DR=0.8625, FPR=0.0009, Score=0.8617
Round 9: α = [0.04987306854014844, 0.04987306854014844, 0.05012861206041673, 0.04987306854014844, 0.05028969539849012, 0.05006892721596577, 0.04987306854014844, 0.0502888677697999, 0.04987306854014844, 0.05029241361079163, 0.04987306854014844, 0.04987306854014844, 0.04987306854014844, 0.050072254944648016, 0.04987306854014844, 0.05015084464043405, 0.04987306854014844, 0.04987306854014844, 0.050051269706250276, 0.05005336071157055]
  Client 0: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 1: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 2: DR=0.9511, FPR=0.4139, Score=0.5574
  Client 3: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 4: DR=0.9585, FPR=0.4151, Score=0.5606
  Client 5: DR=0.9517, FPR=0.4156, Score=0.5562
  Client 6: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 7: DR=0.9557, FPR=0.4134, Score=0.5606
  Client 8: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 9: DR=0.9590, FPR=0.4154, Score=0.5607
  Client 10: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 11: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 12: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 13: DR=0.9533, FPR=0.4165, Score=0.5563
  Client 14: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 15: DR=0.9504, FPR=0.4131, Score=0.5578
  Client 16: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 17: DR=0.9539, FPR=0.4210, Score=0.5523
  Client 18: DR=0.9505, FPR=0.4152, Score=0.5559
  Client 19: DR=0.9505, FPR=0.4152, Score=0.5559
Round 10: α = [0.04997087198185021, 0.04997087198185021, 0.049946392323779516, 0.050261291866159824, 0.04997087198185021, 0.04997087198185021, 0.04996515718127345, 0.04997087198185021, 0.0501443156018728, 0.050259773450333625, 0.04997087198185021, 0.04997087198185021, 0.04988221908055192, 0.04997087198185021, 0.05006143029882147, 0.04991309736681833, 0.04997087198185021, 0.04997087198185021, 0.04997087198185021, 0.04988673103003679]
  Client 0: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 1: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 2: DR=0.8726, FPR=0.0019, Score=0.8709
  Client 3: DR=0.8790, FPR=0.0021, Score=0.8772
  Client 4: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 5: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 6: DR=0.8725, FPR=0.0015, Score=0.8713
  Client 7: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 8: DR=0.8765, FPR=0.0019, Score=0.8748
  Client 9: DR=0.8787, FPR=0.0018, Score=0.8771
  Client 10: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 11: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 12: DR=0.8707, FPR=0.0013, Score=0.8696
  Client 13: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 14: DR=0.8747, FPR=0.0017, Score=0.8732
  Client 15: DR=0.8717, FPR=0.0017, Score=0.8702
  Client 16: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 17: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 18: DR=0.8727, FPR=0.0015, Score=0.8714
  Client 19: DR=0.8708, FPR=0.0013, Score=0.8697
Round 11: α = [0.04987999367989824, 0.05001619905972208, 0.05030214474771959, 0.04987999367989824, 0.05007578559663102, 0.04987999367989824, 0.04987999367989824, 0.05022401012953214, 0.04987999367989824, 0.04987999367989824, 0.050302573763914185, 0.04987999367989824, 0.04987999367989824, 0.05004825613777483, 0.04987999367989824, 0.04987999367989824, 0.0500942531237914, 0.05015044418136987, 0.04987999367989824, 0.05010640278066425]
  Client 0: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 1: DR=0.9532, FPR=0.4236, Score=0.5494
  Client 2: DR=0.9601, FPR=0.4218, Score=0.5551
  Client 3: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 4: DR=0.9543, FPR=0.4230, Score=0.5506
  Client 5: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 6: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 7: DR=0.9575, FPR=0.4219, Score=0.5536
  Client 8: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 9: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 10: DR=0.9613, FPR=0.4225, Score=0.5551
  Client 11: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 12: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 13: DR=0.9558, FPR=0.4245, Score=0.5501
  Client 14: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 15: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 16: DR=0.9524, FPR=0.4215, Score=0.5510
  Client 17: DR=0.9525, FPR=0.4204, Score=0.5521
  Client 18: DR=0.9558, FPR=0.4280, Score=0.5467
  Client 19: DR=0.9524, FPR=0.4212, Score=0.5512
Round 12: α = [0.05031747487437773, 0.04978609922656102, 0.04978609922656102, 0.04978609922656102, 0.04978609922656102, 0.050244283493395554, 0.050253876440389283, 0.0502119022569123, 0.04978609922656102, 0.05035139110884864, 0.04978609922656102, 0.04978609922656102, 0.04978609922656102, 0.04978609922656102, 0.050404741852850765, 0.050272469632293794, 0.04978609922656102, 0.04978609922656102, 0.05013885405568395, 0.050157914793076665]
  Client 0: DR=0.8646, FPR=0.0017, Score=0.8631
  Client 1: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 2: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 3: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 4: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 5: DR=0.8626, FPR=0.0011, Score=0.8617
  Client 6: DR=0.8634, FPR=0.0017, Score=0.8619
  Client 7: DR=0.8623, FPR=0.0015, Score=0.8610
  Client 8: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 9: DR=0.8651, FPR=0.0015, Score=0.8638
  Client 10: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 11: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 12: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 13: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 14: DR=0.8664, FPR=0.0017, Score=0.8649
  Client 15: DR=0.8633, FPR=0.0013, Score=0.8622
  Client 16: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 17: DR=0.8535, FPR=0.0011, Score=0.8525
  Client 18: DR=0.8603, FPR=0.0009, Score=0.8596
  Client 19: DR=0.8607, FPR=0.0009, Score=0.8600
Round 13: α = [0.04990468504848156, 0.04990468504848156, 0.050136717376445254, 0.04990468504848156, 0.05020707709898781, 0.04990468504848156, 0.04990468504848156, 0.050143870918641566, 0.05006638049055011, 0.05023136304963214, 0.04990468504848156, 0.04990468504848156, 0.04990468504848156, 0.04990468504848156, 0.050019392165852175, 0.050159982774740944, 0.04990468504848156, 0.04990468504848156, 0.05004389164106331, 0.05003978895078979]
  Client 0: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 1: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 2: DR=0.9560, FPR=0.4209, Score=0.5536
  Client 3: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 4: DR=0.9635, FPR=0.4239, Score=0.5550
  Client 5: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 6: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 7: DR=0.9608, FPR=0.4236, Score=0.5538
  Client 8: DR=0.9568, FPR=0.4228, Score=0.5522
  Client 9: DR=0.9632, FPR=0.4232, Score=0.5555
  Client 10: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 11: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 12: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 13: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 14: DR=0.9556, FPR=0.4231, Score=0.5513
  Client 15: DR=0.9589, FPR=0.4221, Score=0.5541
  Client 16: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 17: DR=0.9584, FPR=0.4272, Score=0.5490
  Client 18: DR=0.9554, FPR=0.4224, Score=0.5518
  Client 19: DR=0.9555, FPR=0.4226, Score=0.5517
Round 14: α = [0.049921598263412706, 0.04988877700441525, 0.049921598263412706, 0.049921598263412706, 0.050076681975091776, 0.050276557866564535, 0.05022947098072529, 0.049921598263412706, 0.049921598263412706, 0.050317048442117714, 0.049921598263412706, 0.049921598263412706, 0.049921598263412706, 0.049921598263412706, 0.05013585261020924, 0.0502924341573577, 0.04986026567477462, 0.049921598263412706, 0.049921598263412706, 0.04978533039120425]
  Client 0: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 1: DR=0.8684, FPR=0.0018, Score=0.8668
  Client 2: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 3: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 4: DR=0.8717, FPR=0.0013, Score=0.8706
  Client 5: DR=0.8762, FPR=0.0019, Score=0.8746
  Client 6: DR=0.8750, FPR=0.0016, Score=0.8736
  Client 7: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 8: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 9: DR=0.8768, FPR=0.0016, Score=0.8754
  Client 10: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 11: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 12: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 13: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 14: DR=0.8730, FPR=0.0013, Score=0.8718
  Client 15: DR=0.8762, FPR=0.0015, Score=0.8749
  Client 16: DR=0.8672, FPR=0.0010, Score=0.8663
  Client 17: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 18: DR=0.8686, FPR=0.0012, Score=0.8675
  Client 19: DR=0.8657, FPR=0.0010, Score=0.8648
Round 15: α = [0.04988323955291509, 0.0501007315399928, 0.04988323955291509, 0.05014719310566641, 0.05012579643583453, 0.04988323955291509, 0.04988323955291509, 0.05021003620202277, 0.04988323955291509, 0.050278460078281885, 0.04988323955291509, 0.04988323955291509, 0.04988323955291509, 0.05017174832651981, 0.05011757434853414, 0.05010478064247743, 0.04988323955291509, 0.04988323955291509, 0.04988323955291509, 0.05002804423860404]
  Client 0: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 1: DR=0.9583, FPR=0.4162, Score=0.5595
  Client 2: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 3: DR=0.9638, FPR=0.4186, Score=0.5604
  Client 4: DR=0.9587, FPR=0.4159, Score=0.5600
  Client 5: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 6: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 7: DR=0.9615, FPR=0.4159, Score=0.5616
  Client 8: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 9: DR=0.9642, FPR=0.4161, Score=0.5630
  Client 10: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 11: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 12: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 13: DR=0.9598, FPR=0.4157, Score=0.5609
  Client 14: DR=0.9571, FPR=0.4151, Score=0.5598
  Client 15: DR=0.9572, FPR=0.4154, Score=0.5595
  Client 16: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 17: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 18: DR=0.9601, FPR=0.4219, Score=0.5551
  Client 19: DR=0.9574, FPR=0.4171, Score=0.5580
Round 16: α = [0.04994125758669203, 0.050031404358741205, 0.04994125758669203, 0.05023486039187248, 0.05005377148991869, 0.04994125758669203, 0.0501978257438726, 0.04994125758669203, 0.0502195168719247, 0.04994125758669203, 0.04994125758669203, 0.04994125758669203, 0.04994125758669203, 0.04994125758669203, 0.05013519358424958, 0.04994125758669203, 0.04994125758669203, 0.05002321490930975, 0.04989795243780212, 0.049852426758696354]
  Client 0: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 1: DR=0.8776, FPR=0.0016, Score=0.8762
  Client 2: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 3: DR=0.8816, FPR=0.0015, Score=0.8803
  Client 4: DR=0.8775, FPR=0.0010, Score=0.8767
  Client 5: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 6: DR=0.8807, FPR=0.0013, Score=0.8796
  Client 7: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 8: DR=0.8811, FPR=0.0013, Score=0.8800
  Client 9: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 10: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 11: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 12: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 13: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 14: DR=0.8798, FPR=0.0017, Score=0.8783
  Client 15: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 16: DR=0.8753, FPR=0.0010, Score=0.8744
  Client 17: DR=0.8770, FPR=0.0010, Score=0.8761
  Client 18: DR=0.8742, FPR=0.0008, Score=0.8736
  Client 19: DR=0.8733, FPR=0.0008, Score=0.8726
Round 17: α = [0.04988239086331158, 0.04988239086331158, 0.050240302065160176, 0.05010864491835874, 0.04988239086331158, 0.04988239086331158, 0.050156796926163684, 0.050129217864596655, 0.04988239086331158, 0.050249846226449624, 0.04988239086331158, 0.04988239086331158, 0.050102042707810025, 0.05010421849070196, 0.04988239086331158, 0.04988239086331158, 0.050093380566901075, 0.04988239086331158, 0.04988239086331158, 0.050109250737430555]
  Client 0: DR=0.9622, FPR=0.4284, Score=0.5500
  Client 1: DR=0.9622, FPR=0.4284, Score=0.5500
  Client 2: DR=0.9656, FPR=0.4230, Score=0.5571
  Client 3: DR=0.9608, FPR=0.4228, Score=0.5545
  Client 4: DR=0.9622, FPR=0.4284, Score=0.5500
  Client 5: DR=0.9622, FPR=0.4284, Score=0.5500
  Client 6: DR=0.9642, FPR=0.4239, Score=0.5555
